Week,AInfluenza,AcuteBronchitis,BodyTemperature,BraunThermoscan,BreakAFever,Bronchitis,ChestCold,ColdAndFlu,ColdOrFlu,ColdVersusFlu,ColdVsFlu,ContagiousFlu,CoughFever,CureFlu,CureTheFlu,DangerousFever,DoIHaveTheFlu,EarThermometer,EarlyFluSymptoms,Expectorant,ExposedToFlu,FeverCough,FeverFlu,FeverReducer,FightTheFlu,FluAndCold,FluAndFever,FluCare,FluChildren,FluComplications,FluContagiousPeriod,FluContagious,FluCough,FluDuration,FluFever,FluGerms,FluHeadache,FluHowLong,FluInChildren,FluIncubationPeriod,FluIncubation,FluLasts,FluLength,FluMedicine,FluOrCold,FluRecovery,FluRelief,FluRemedies,FluRemedy,FluReport,FluReports,FluSymptoms,FluTest,FluTreatment,FluTreatments,FluVersusCold,FluVsCold,GetOverTheFlu,GetRidOfTheFlu,HavingTheFlu,HighFever,HowLongContagious,HowLongDoesFluLast,HowLongDoesTheFluLast,HowLongFlu,HowLongIsFluContagious,HowLongIsTheFluContagious,HowLongIsTheFlu,HowToGetRidOfTheFlu,HowToTreatFlu,HowToTreatTheFlu,HumanTemperature,IHaveTheFlu,IncubationPeriodForFlu,IncubationPeriodForTheFlu,InfluenzaAAndB,InfluenzaA,InfluenzaContagious,InfluenzaIncubationPeriod,InfluenzaIncubation,InfluenzaSymptoms,InfluenzaTreatment,InfluenzaTypeA,IsFluContagious,LowBody,MedicineForFlu,MedicineForTheFlu,NormalBodyTemperature,NormalBody,Oscillococcinum,OverTheCounterFluMedicine,OverTheCounterFlu,PainfulCough,Pneumonia,RapidFlu,ReduceAFever,ReduceFever,RemediesForFlu,RemediesForTheFlu,RespiratoryFlu,Robitussin,SignsOfFlu,SignsOfTheFlu,SinusInfections,Sinus,StrepThroat,Strep,SymptomsOfBronchitis,SymptomsOfFlu,SymptomsOfInfluenza,SymptomsOfPneumonia,SymptomsOfTheFlu,TakingTemperature,Tessalon,TheFluVirus,TheFlu,Thermoscan,TreatFlu,TreatTheFlu,TreatingFlu,TreatingTheFlu,TreatmentForFlu,TreatmentForTheFlu,Tussin,Tussionex,TypeAInfluenza,UpperRespiratory,WalkingPneumonia,WhatToDoIfYouHaveTheFlu,FluVisits
2014-09-15/2014-09-21,7,51,73,37,26,40,50,34,16,5,13,5,30,2,4,34,7,50,6,48,3,30,13,34,5,34,20,11,4,3,4,5,13,3,13,9,13,10,3,1,1,7,6,15,16,4,17,11,12,2,1,2,3,3,4,5,13,9,10,14,55,23,11,7,10,2,2,7,9,10,8,85,11,1,3,5,7,1,3,3,6,21,5,4,76,14,11,55,75,14,8,5,25,54,8,39,37,14,10,21,32,4,6,20,66,63,68,39,1,9,33,3,43,45,8,5,34,7,8,6,6,5,4,34,26,5,80,43,7,47
2014-09-22/2014-09-28,7,48,70,37,21,41,50,31,20,7,16,5,28,1,3,29,7,58,9,53,7,28,15,30,16,31,22,13,5,3,3,5,13,6,15,9,17,11,3,1,1,7,5,13,20,6,27,13,11,2,2,2,4,4,4,7,16,8,12,14,51,22,12,8,11,3,2,6,13,8,7,79,13,1,1,9,7,2,3,4,6,12,4,5,73,14,12,52,78,22,7,6,32,56,4,27,35,13,8,19,35,4,6,21,64,63,67,37,2,9,31,3,50,43,8,5,31,9,10,3,7,5,12,36,26,4,71,43,6,52
2014-09-29/2014-10-05,7,46,69,37,22,42,46,35,21,9,18,5,30,3,6,30,10,43,12,46,5,30,17,34,9,35,24,15,6,4,4,5,15,5,17,10,19,12,4,1,1,11,6,16,21,7,26,16,12,3,1,2,5,5,3,9,18,15,12,20,52,23,11,9,12,3,4,8,11,7,6,82,16,1,4,9,7,3,3,3,9,20,4,4,72,16,13,52,76,16,7,5,22,60,7,32,35,15,8,15,35,5,7,17,63,63,67,40,2,10,38,4,42,44,12,7,30,8,7,6,8,7,10,35,25,4,75,45,12,62
2014-10-06/2014-10-12,8,48,74,32,26,44,48,38,23,12,24,8,33,4,6,46,15,43,10,51,6,33,21,37,8,38,29,22,8,6,3,8,17,6,21,6,27,16,4,2,2,10,6,17,23,8,21,16,15,3,2,3,5,4,3,12,24,10,12,21,56,26,15,10,16,4,4,10,11,11,11,87,21,2,4,11,8,3,8,5,8,17,6,8,77,16,16,54,83,23,8,11,25,63,11,30,35,18,10,16,33,7,10,20,65,66,68,43,3,12,39,5,56,43,15,8,39,10,12,4,4,5,12,32,27,6,68,49,7,78
2014-10-13/2014-10-19,10,44,79,35,24,44,42,33,19,9,25,10,40,5,8,33,13,60,13,53,9,40,26,36,11,33,32,21,8,5,8,10,20,5,26,15,33,17,5,2,2,8,6,19,19,8,24,16,17,4,2,3,6,5,4,9,25,19,11,19,63,29,16,11,17,5,5,10,12,16,15,92,22,4,11,9,10,6,6,7,14,20,3,10,83,20,16,76,90,17,10,9,37,63,8,36,40,18,13,12,34,6,8,20,61,65,69,46,3,20,40,6,51,49,19,10,42,14,14,7,8,6,15,38,28,3,67,47,6,86
2014-10-20/2014-10-26,10,45,78,44,27,45,46,31,21,13,21,8,40,4,7,35,11,55,12,49,5,40,23,33,12,31,31,17,7,6,6,8,18,6,23,12,32,16,5,2,2,16,6,18,21,7,29,18,17,8,1,3,7,5,4,13,21,11,22,21,60,27,15,10,16,4,4,8,20,12,11,94,16,3,9,7,10,4,6,5,11,23,7,8,80,17,9,62,87,23,12,7,21,64,7,44,39,19,8,9,32,7,9,20,64,68,72,44,3,21,40,6,51,49,13,9,42,13,16,10,13,6,12,38,21,7,68,52,11,90
2014-10-27/2014-11-02,10,48,77,32,27,46,46,31,18,9,15,9,37,3,6,28,9,49,11,45,10,37,23,32,9,32,31,14,5,4,4,9,19,7,23,9,29,15,3,2,2,11,7,16,18,7,24,19,20,4,1,3,5,5,5,9,15,19,15,21,55,26,14,10,15,6,5,10,14,15,15,92,15,3,6,10,10,4,6,7,10,15,8,9,80,18,16,54,78,21,12,10,23,64,6,37,32,16,8,8,35,6,11,22,61,68,71,50,3,18,41,5,52,48,11,7,33,15,15,15,11,4,10,36,25,8,65,53,10,104
2014-11-03/2014-11-09,10,56,69,38,25,49,55,38,20,9,21,8,38,3,7,30,12,51,11,53,7,38,21,35,9,38,27,13,7,6,4,8,18,7,21,11,31,13,4,2,2,12,4,20,20,4,29,17,15,6,2,3,5,5,4,9,21,15,17,20,56,24,15,13,13,5,5,9,20,15,15,80,17,3,4,12,10,2,4,5,11,19,6,9,75,23,26,51,71,25,17,11,27,67,6,37,40,19,13,11,39,7,10,22,67,73,76,52,2,18,44,6,53,45,11,7,43,13,14,10,14,6,7,38,28,6,63,53,7,123
2014-11-10/2014-11-16,10,61,73,59,24,52,51,41,21,14,19,9,40,3,7,38,12,60,11,56,8,40,21,43,9,41,27,11,6,7,6,9,19,7,21,12,24,15,4,2,2,12,5,19,21,9,29,20,21,4,1,3,5,6,8,14,19,14,21,18,53,27,16,12,15,7,6,10,21,14,11,72,19,3,7,10,10,6,7,8,11,20,13,10,80,25,21,55,78,24,12,10,39,74,10,37,39,19,17,5,42,7,12,23,69,74,77,53,3,18,48,6,47,52,10,7,45,12,14,7,6,9,28,44,32,13,68,63,9,176
2014-11-17/2014-11-23,13,57,72,34,33,54,56,39,24,13,19,12,47,3,7,43,15,60,10,52,14,47,21,41,10,39,32,12,5,5,5,12,19,6,21,8,27,16,5,3,3,12,9,19,24,5,28,21,18,4,1,3,6,5,6,13,19,12,27,19,53,28,19,16,16,9,8,13,21,17,17,83,22,4,6,12,13,7,9,10,13,25,17,13,79,26,21,54,76,26,16,12,39,71,9,31,38,21,15,11,41,8,12,27,72,76,80,52,3,20,53,7,64,57,11,7,39,14,21,9,8,6,21,45,27,17,69,62,5,402
2014-11-24/2014-11-30,16,56,57,41,38,52,57,37,24,13,22,20,56,4,6,46,16,54,13,62,17,56,25,46,11,37,29,12,6,5,16,20,21,9,25,10,24,21,6,5,5,6,3,22,24,10,31,26,23,3,1,3,5,5,6,13,22,26,29,23,62,35,21,18,21,16,14,18,30,22,22,58,21,8,16,10,16,14,17,14,13,17,14,18,64,27,23,45,57,23,24,16,39,64,8,45,46,27,25,12,45,8,12,24,65,73,73,55,3,21,50,6,57,62,9,7,36,17,22,9,11,6,14,54,28,14,63,58,13,748
2014-12-01/2014-12-07,25,66,73,35,39,62,63,46,31,12,24,20,56,5,9,54,15,57,16,66,22,56,27,47,15,46,36,13,6,6,9,20,25,11,27,15,33,24,7,6,5,15,6,28,31,14,32,30,34,5,1,4,9,7,6,12,24,30,27,29,61,31,26,23,24,16,15,20,28,27,28,81,26,8,18,22,25,13,23,19,24,38,30,19,80,33,33,55,72,28,17,20,55,76,12,45,50,30,25,14,49,10,18,26,71,78,80,56,4,28,55,9,55,61,13,9,32,19,31,14,19,9,16,47,32,30,75,73,20,852
2014-12-08/2014-12-14,43,58,70,45,46,62,61,46,35,21,31,27,63,5,10,58,23,66,26,62,34,63,34,49,20,46,43,18,9,6,19,27,34,15,34,27,40,32,11,9,8,11,9,31,35,17,36,33,21,6,1,5,10,9,9,21,31,33,46,33,73,38,36,32,32,25,27,30,38,31,37,90,31,15,29,32,43,25,27,30,44,46,43,27,73,40,43,59,79,37,30,25,45,76,20,59,55,40,30,19,48,13,19,27,71,80,84,67,5,42,59,11,64,67,16,10,36,27,43,16,18,11,26,47,35,43,77,74,28,1565
2014-12-15/2014-12-21,75,76,76,54,72,70,68,61,52,27,44,53,80,7,14,73,33,69,43,69,69,80,53,73,31,62,64,24,14,11,38,53,48,25,53,52,50,61,19,19,16,22,20,46,51,25,46,53,40,10,3,9,16,14,11,26,44,62,74,50,85,60,62,61,61,52,51,59,73,53,57,77,47,26,52,48,75,60,64,65,80,73,78,53,77,54,57,66,77,56,56,41,59,83,30,76,77,61,56,25,83,22,37,29,76,89,91,71,8,83,71,17,69,78,23,16,53,45,62,27,41,18,36,56,41,78,84,81,34,2628
2014-12-22/2014-12-28,82,82,68,70,100,83,86,75,76,29,64,100,100,10,18,91,47,87,52,93,100,100,69,90,42,75,85,33,16,13,89,100,67,46,69,76,66,96,20,30,25,27,23,63,76,35,87,75,61,11,2,11,20,16,16,29,64,88,98,71,99,100,93,90,96,100,100,100,100,69,77,67,63,43,80,58,82,100,100,100,89,57,71,100,68,74,71,65,69,72,81,60,58,91,35,91,100,81,75,32,91,29,51,33,82,95,93,84,9,84,78,20,59,87,29,20,68,53,77,34,51,19,34,65,37,71,86,84,33,4070
2014-12-29/2015-01-04,79,88,76,50,68,91,97,93,78,55,71,66,84,9,14,68,44,84,48,100,76,84,62,77,41,93,81,34,18,19,58,66,71,41,62,63,63,76,21,26,23,28,31,60,78,36,79,73,67,13,2,12,17,18,16,55,71,77,70,75,79,68,86,71,76,57,61,67,76,60,71,76,59,36,84,78,79,58,75,77,95,63,71,64,82,75,76,69,72,64,67,60,63,100,31,88,82,77,75,35,100,30,51,39,100,90,90,88,10,100,88,23,49,100,28,21,51,59,77,33,61,23,34,69,51,71,100,93,39,3015
2015-01-05/2015-01-11,62,89,85,51,50,80,75,81,65,32,68,46,59,8,16,56,35,63,50,83,48,60,51,52,41,80,67,29,17,15,34,46,62,37,51,39,65,57,19,17,15,37,20,51,65,27,65,56,48,11,2,10,17,14,12,32,68,61,58,69,69,53,68,57,57,42,40,53,62,53,64,84,53,21,44,69,62,44,51,50,79,56,48,43,86,53,50,68,85,68,56,49,55,94,32,71,71,55,52,25,73,28,46,32,90,80,81,81,8,86,77,19,55,92,25,18,51,46,59,28,42,17,30,62,48,48,89,87,29,1908
2015-01-12/2015-01-18,54,76,79,53,48,68,68,60,53,30,53,41,67,6,9,70,34,65,45,71,49,67,48,59,25,60,59,21,15,14,26,41,48,30,48,39,53,51,19,14,13,23,15,42,53,29,48,47,38,8,2,9,16,13,9,30,53,53,53,53,72,48,61,61,51,37,35,47,45,44,51,81,45,20,42,42,54,37,41,41,61,53,50,41,81,48,53,68,83,51,47,46,44,88,25,65,65,55,49,27,57,22,38,27,80,78,82,67,7,80,73,17,69,75,20,15,54,38,54,28,29,14,30,52,34,50,79,80,35,1884
2015-01-19/2015-01-25,47,68,84,50,52,66,63,58,58,28,45,43,69,7,13,67,29,77,31,71,45,69,48,59,22,58,62,21,13,13,25,42,49,28,48,35,45,49,15,14,12,23,17,42,58,24,42,43,41,7,2,8,17,12,10,28,45,49,49,52,80,49,59,59,49,37,38,40,44,40,47,88,42,23,39,41,47,33,30,31,56,38,50,39,85,50,42,73,82,49,37,35,52,81,22,79,67,41,40,20,53,22,33,27,78,79,84,61,7,68,63,16,68,70,19,14,56,34,49,22,34,14,33,54,34,50,76,75,27,1946
2015-01-26/2015-02-01,43,70,82,58,47,64,63,57,43,20,40,34,72,6,12,60,27,69,36,74,38,72,43,55,19,57,54,20,12,12,17,34,43,28,43,27,44,42,16,10,9,19,13,37,43,21,44,42,39,5,1,7,14,11,8,21,40,45,44,49,73,46,52,49,42,33,31,38,45,35,41,90,39,17,30,40,43,31,31,31,46,40,34,34,86,49,37,69,85,41,26,32,66,82,25,55,57,42,33,21,56,19,34,31,82,83,86,68,6,62,66,14,65,70,17,12,46,30,48,19,23,16,30,50,34,34,76,78,28,1711
2015-02-02/2015-02-08,30,72,78,51,33,63,66,47,36,19,33,30,61,5,9,53,23,63,29,69,26,61,33,55,20,47,45,14,9,11,15,30,35,26,33,23,33,35,10,8,7,23,13,29,36,19,40,29,28,4,1,6,11,9,6,19,33,32,34,34,71,43,44,41,35,32,28,33,31,28,38,91,30,13,22,25,30,21,20,20,38,33,27,29,86,31,33,64,82,40,21,30,40,80,17,54,56,34,18,14,51,16,23,30,81,84,90,61,5,45,62,11,53,65,13,10,45,25,37,21,28,13,28,47,34,27,77,63,14,1352
2015-02-09/2015-02-15,23,77,78,41,39,62,53,45,35,16,31,26,60,5,9,48,19,61,23,70,32,60,31,48,14,45,42,13,6,8,14,25,34,20,31,24,34,32,8,7,7,12,13,29,35,19,37,31,28,5,1,5,10,9,7,16,31,35,29,37,70,41,42,39,32,24,23,29,34,27,23,89,29,11,25,28,23,17,24,24,30,38,16,26,82,38,26,64,79,30,22,26,48,77,19,43,52,31,19,15,50,13,21,32,83,87,91,61,5,34,59,10,54,61,14,9,43,24,30,15,25,11,24,53,36,16,74,71,19,1114
2015-02-16/2015-02-22,21,72,76,49,40,63,63,46,36,16,30,21,66,5,8,57,21,61,21,63,25,66,28,47,14,46,36,12,5,6,16,21,24,16,28,16,32,28,6,6,6,13,13,28,36,15,45,34,26,3,2,5,9,11,10,16,30,27,22,31,64,36,37,34,28,22,24,30,29,23,30,85,28,9,17,18,21,17,11,13,29,32,18,22,82,39,31,58,76,31,25,25,38,79,11,56,50,37,26,13,52,12,17,34,85,83,87,56,5,31,66,10,56,65,13,8,37,21,28,11,24,10,26,52,31,18,72,67,18,903
2015-02-23/2015-03-01,18,78,73,41,32,62,64,44,30,9,22,18,52,5,8,39,18,54,14,64,20,52,26,51,12,44,34,10,3,6,17,18,24,17,26,16,26,25,4,6,4,16,9,24,30,12,38,32,27,3,1,4,8,10,5,9,22,30,27,29,62,33,35,36,25,15,14,20,22,22,29,82,25,9,12,17,18,13,10,12,27,28,14,16,87,33,22,58,83,31,27,19,49,76,17,42,46,32,19,8,49,10,16,35,84,82,84,59,4,29,62,8,55,57,11,7,34,22,31,14,17,11,27,56,33,14,75,64,13,740
2015-03-02/2015-03-08,17,69,70,36,40,59,54,42,25,8,21,18,49,4,6,41,14,53,16,61,18,49,25,40,15,42,35,8,3,6,15,18,24,14,25,14,33,24,4,5,4,8,9,23,25,10,30,28,22,3,1,4,8,10,5,8,21,28,36,35,62,32,34,31,24,17,16,23,35,25,29,83,23,8,17,19,17,16,10,15,27,25,13,18,85,37,28,48,77,30,28,18,36,73,11,47,45,34,27,14,43,9,13,32,82,82,85,56,4,31,57,8,49,59,12,7,34,21,28,13,16,13,27,44,30,13,73,61,6,693
2015-03-09/2015-03-15,17,57,71,40,39,59,50,41,25,13,18,18,55,4,5,41,14,59,9,62,18,56,24,49,11,41,35,10,3,6,15,18,24,12,24,11,22,23,3,5,5,15,8,21,25,17,37,26,27,3,0,3,7,9,6,13,18,24,25,25,69,34,35,33,23,18,17,24,26,21,22,78,21,9,11,23,17,17,17,14,28,30,14,19,84,27,28,57,80,34,18,16,32,72,6,47,55,30,23,11,43,9,12,32,82,82,88,60,3,34,54,8,50,57,9,7,39,17,22,15,14,10,19,41,29,14,77,61,19,612
2015-03-16/2015-03-22,14,67,68,39,36,59,52,35,23,5,17,15,54,4,7,39,14,63,9,59,20,54,21,45,18,35,26,9,3,3,9,15,22,11,21,12,23,21,4,4,4,8,8,19,23,16,23,23,19,2,1,3,6,7,5,5,17,19,31,23,67,33,31,28,21,15,15,20,28,17,22,75,18,8,11,21,14,17,9,11,23,22,13,16,80,26,24,53,80,21,14,14,49,70,5,46,49,27,20,11,41,6,9,31,79,80,86,55,3,27,49,7,44,53,8,6,39,16,30,8,15,8,12,35,24,13,70,60,10,489
2015-03-23/2015-03-29,13,71,67,33,38,58,48,32,20,10,16,13,50,3,4,37,13,54,14,60,11,50,19,48,10,32,27,8,2,3,9,13,18,10,19,13,23,18,3,3,3,9,5,15,20,10,25,21,18,3,0,3,5,6,5,10,16,19,24,23,64,30,29,29,18,13,11,16,22,18,19,75,20,7,11,12,13,14,9,10,22,33,6,14,81,20,16,50,76,20,13,16,42,71,7,39,45,29,15,10,41,6,10,29,81,84,87,52,3,29,49,6,50,56,8,5,34,15,25,7,6,9,15,44,29,6,72,58,14,432
2015-03-30/2015-04-05,14,71,62,24,34,56,47,28,19,5,15,13,53,4,7,33,11,52,12,58,13,53,17,49,10,28,24,7,2,6,11,13,19,10,17,9,24,18,2,4,3,14,11,17,19,13,26,18,17,2,0,3,4,6,5,5,15,16,24,17,63,32,25,24,18,14,16,18,22,19,22,67,18,6,8,21,14,18,13,13,25,24,8,15,74,24,22,50,73,20,17,13,43,66,8,47,49,25,15,7,40,6,10,29,79,80,84,50,2,28,43,6,45,57,9,5,33,14,19,11,14,8,17,48,25,8,73,61,14,380
2015-04-06/2015-04-12,13,60,65,29,37,55,47,30,18,9,13,11,48,3,6,35,9,40,9,53,13,49,17,42,6,30,26,6,2,2,7,11,17,10,17,6,18,16,2,3,3,10,5,16,18,9,29,18,12,1,1,3,4,6,4,9,13,15,17,20,63,29,23,25,16,10,9,13,19,15,19,70,16,7,5,18,13,15,9,11,23,31,8,11,82,21,15,54,70,19,17,14,47,67,8,50,55,24,20,9,39,5,7,28,78,79,83,55,3,27,46,6,47,52,8,5,29,14,21,14,12,6,16,40,26,8,68,53,10,326
2015-04-13/2015-04-19,10,59,66,36,36,52,40,22,16,9,11,8,49,3,4,40,10,45,8,47,7,49,15,45,6,23,22,6,2,4,4,8,18,5,15,9,18,13,2,3,2,10,4,15,16,8,23,14,16,2,1,3,3,6,6,9,11,17,16,22,61,26,18,19,13,7,6,11,13,16,17,73,14,5,4,10,10,8,7,6,18,24,8,9,79,18,22,44,72,16,9,10,46,65,5,46,41,17,6,9,37,6,7,25,73,75,82,50,2,26,38,6,41,51,9,5,35,14,16,7,11,8,20,38,22,8,68,55,14,229
2015-04-20/2015-04-26,11,55,67,26,25,50,38,23,13,7,8,8,40,2,4,34,9,49,8,43,11,40,13,35,8,23,23,6,2,3,5,8,16,4,13,8,18,11,2,2,2,12,3,12,13,8,22,11,14,2,1,2,4,5,3,7,8,14,12,11,58,24,15,14,11,8,5,10,15,13,12,80,13,3,7,8,11,11,8,5,15,19,10,8,82,18,10,44,74,12,9,6,36,60,5,43,40,13,10,7,34,5,7,24,71,72,80,48,2,24,34,6,44,49,7,4,32,11,16,5,8,8,19,35,23,10,63,47,8,161
2015-04-27/2015-05-03,9,52,65,28,26,47,40,21,15,8,9,6,38,3,5,35,8,40,5,43,7,38,12,37,10,21,19,5,1,3,3,6,12,5,12,5,14,9,1,1,1,8,7,12,15,7,23,13,13,2,1,2,3,4,3,8,9,6,13,17,58,23,11,9,9,5,5,7,15,9,8,74,10,3,8,10,9,4,6,3,11,14,6,7,75,16,15,46,72,12,9,7,38,57,4,45,42,16,12,7,35,4,5,29,71,73,79,40,2,19,37,4,44,43,7,4,30,9,9,7,9,6,16,42,25,6,58,44,9,128
2015-05-04/2015-05-10,8,51,60,23,30,45,35,18,13,5,9,5,42,2,3,42,6,42,6,43,3,42,11,36,10,19,18,4,1,2,3,5,10,5,11,4,16,7,1,1,1,10,3,11,13,6,17,10,12,1,1,2,3,4,4,5,9,11,10,15,56,21,10,9,7,4,4,5,11,7,13,83,9,2,4,6,8,3,6,6,10,15,7,5,70,16,10,42,66,10,9,6,42,55,5,38,35,10,11,7,30,5,7,26,67,70,80,42,2,18,35,4,44,44,6,3,21,8,12,5,4,5,10,34,21,7,57,47,11,106
2015-05-11/2015-05-17,7,45,57,22,22,43,33,18,13,3,7,5,37,2,4,41,6,37,6,42,3,37,10,34,6,18,14,3,1,3,2,5,9,5,10,2,13,7,1,1,1,7,2,12,13,8,9,10,12,2,1,1,2,3,4,3,7,6,14,10,55,21,10,8,7,4,3,5,12,12,9,71,8,2,5,3,7,5,5,5,10,17,7,5,71,18,13,39,60,12,11,6,24,57,4,34,38,12,8,8,31,4,4,25,66,70,78,34,2,19,32,4,32,44,7,3,25,10,9,3,4,4,11,40,22,7,57,46,5,62
2015-05-18/2015-05-24,6,55,56,25,20,44,33,18,12,3,8,4,37,2,2,38,7,39,5,42,3,37,10,34,4,18,18,4,1,2,3,4,9,3,10,7,16,7,1,1,1,7,4,9,12,6,18,9,10,1,1,2,3,2,2,3,8,5,6,9,57,22,8,7,7,3,3,4,10,10,12,58,9,1,1,5,6,2,3,3,8,15,3,4,65,12,9,36,60,9,12,5,37,54,3,27,44,13,5,5,31,3,5,26,64,70,78,33,2,12,34,3,34,40,5,3,23,10,11,3,3,4,8,37,18,3,60,44,7,45
2015-05-25/2015-05-31,4,50,55,35,30,41,34,15,10,4,6,3,37,2,3,48,4,43,5,43,2,37,10,36,2,15,18,4,1,2,2,3,9,5,10,6,16,5,1,1,1,6,2,8,10,4,18,9,13,1,1,1,2,3,2,4,6,12,12,9,58,21,7,4,5,2,1,4,12,8,6,64,6,1,2,6,4,2,2,2,8,12,3,4,69,10,5,38,57,8,5,5,18,50,2,35,39,14,6,3,29,3,4,24,63,69,75,40,1,11,29,3,50,43,4,2,32,7,8,5,5,4,6,35,24,3,56,41,6,39
2015-06-01/2015-06-07,4,46,54,28,29,38,30,14,7,6,6,4,31,2,2,32,5,36,7,38,3,31,8,33,3,14,14,4,1,2,3,4,9,2,8,5,12,5,1,1,1,7,4,7,7,4,12,9,11,1,0,1,2,2,2,6,6,7,9,7,56,21,6,4,5,3,3,4,10,8,6,54,8,1,3,5,4,2,3,3,6,13,2,4,64,9,8,36,57,9,4,4,23,49,4,34,41,9,6,4,27,3,4,23,60,66,73,31,1,7,26,2,42,36,4,2,28,7,6,5,5,3,9,29,21,2,58,38,4,29
2015-06-08/2015-06-14,4,46,51,30,31,34,28,14,9,6,4,3,30,2,1,42,4,41,4,35,3,30,9,33,5,14,11,4,1,2,1,3,9,3,9,5,9,5,1,1,1,5,2,8,9,4,15,6,8,1,0,1,2,2,2,6,4,6,4,5,60,21,8,5,5,2,1,3,8,7,7,47,7,1,1,2,4,3,2,2,5,5,2,3,63,11,9,38,59,6,7,4,33,47,4,46,34,8,4,5,27,4,4,21,59,64,72,29,1,7,28,2,33,39,4,2,25,6,8,5,4,4,5,33,17,2,52,33,3,34
2015-06-15/2015-06-21,4,40,48,21,25,34,30,13,6,3,6,3,29,2,2,26,3,30,2,35,2,29,7,29,3,13,12,3,1,1,1,3,7,6,7,3,12,5,1,1,1,7,2,7,6,5,15,6,9,1,1,1,2,2,2,3,6,7,6,5,52,20,6,5,5,2,2,3,7,6,4,55,6,1,3,6,4,2,2,2,3,7,3,2,63,8,7,37,55,8,8,4,24,45,4,36,36,9,7,5,27,3,3,18,54,61,69,32,1,3,27,2,40,38,3,2,24,5,4,3,3,3,5,27,18,3,44,36,4,25
2015-06-22/2015-06-28,3,37,51,23,20,32,29,12,7,3,6,3,30,2,2,36,4,30,4,35,4,30,9,36,3,12,13,2,0,1,2,3,6,3,9,5,9,4,0,1,1,4,2,8,7,2,15,7,8,1,0,1,1,2,1,3,6,5,8,3,56,22,5,4,4,2,1,2,4,5,7,54,6,0,1,2,3,1,2,3,3,7,2,2,66,9,9,36,54,7,7,5,16,45,2,30,34,8,8,4,27,2,3,17,55,59,66,26,1,4,26,2,39,33,2,2,23,5,6,3,3,3,6,28,18,2,53,34,5,21
2015-06-29/2015-07-05,3,43,48,26,24,29,30,10,5,3,4,3,27,1,3,31,5,34,4,30,3,27,7,30,3,10,13,3,1,1,1,3,6,4,7,4,11,4,1,0,0,4,2,6,5,2,13,8,7,1,0,1,1,2,2,3,4,5,5,6,51,21,4,4,4,2,1,3,7,6,4,46,8,1,2,4,3,1,3,4,3,4,3,3,68,7,4,39,55,6,4,3,24,44,1,30,39,7,9,4,27,2,3,18,53,59,66,26,1,3,27,2,30,33,3,2,24,4,4,2,3,2,3,23,17,3,41,36,5,18
2015-07-06/2015-07-12,4,39,50,18,25,31,31,11,8,6,4,3,24,2,3,30,4,35,2,29,1,24,7,38,3,11,10,3,1,2,1,3,7,4,7,2,7,4,1,0,0,4,2,5,8,7,14,8,5,1,1,1,2,2,1,6,4,4,8,4,53,20,4,2,4,2,1,2,7,5,5,48,5,1,1,4,4,2,4,2,3,7,3,2,64,9,5,40,54,6,3,3,21,45,3,27,33,10,7,3,24,2,1,16,52,58,64,24,1,4,27,1,37,35,3,2,16,4,3,2,5,2,5,31,15,3,44,32,3,16
2015-07-13/2015-07-19,3,43,49,11,20,27,27,12,6,3,4,2,21,1,3,29,4,39,5,34,3,21,7,33,3,12,15,3,1,3,2,2,6,3,7,4,12,4,1,0,1,4,5,5,6,4,14,7,4,1,1,1,2,2,1,3,4,6,6,6,52,22,6,5,4,2,2,3,4,5,5,41,6,1,1,4,3,2,3,2,3,5,5,3,64,5,4,36,57,7,6,8,17,44,2,40,33,6,4,5,25,2,2,17,53,53,60,17,1,5,24,1,33,32,3,1,23,4,6,4,9,2,2,29,14,5,45,34,7,13
2015-07-20/2015-07-26,3,38,50,22,27,28,23,11,6,4,4,2,23,1,1,30,4,31,5,30,3,23,7,35,2,11,12,4,1,2,1,2,5,1,7,5,9,4,1,0,1,4,2,8,6,4,14,7,7,1,1,1,1,2,2,4,4,2,7,5,52,21,4,3,4,2,2,4,7,4,3,49,7,1,3,4,3,1,2,2,3,6,4,2,60,7,7,40,57,6,3,5,33,42,2,27,30,5,9,3,23,2,2,18,54,52,61,22,1,4,23,1,40,32,3,2,28,4,4,2,8,4,6,29,18,4,47,33,3,13
2015-07-27/2015-08-02,3,33,49,25,24,27,26,11,5,6,4,3,21,1,2,28,4,31,4,30,3,21,7,33,3,11,9,2,1,1,2,3,5,2,7,3,9,4,1,1,1,8,1,5,5,3,12,6,10,1,1,1,1,1,2,6,4,4,4,6,48,20,6,3,4,1,2,3,2,4,3,50,5,1,1,5,3,2,2,2,3,7,2,2,64,7,3,38,55,6,3,2,15,44,3,36,31,7,6,2,23,2,2,17,53,51,59,22,1,4,21,1,38,34,3,1,23,3,4,1,4,3,5,24,16,2,43,35,3,16
